date,lq45,jci,idx30,eido,spy,dom_b,dom_s,for_b,for_s
2014-10-28,846.53,5001.3,433.84,27.03,198.41,3.1833,2.5451,1.6536,2.2918
2014-10-29,863.47,5074.06,443.25,27.28,198.11,2.6303,4.5604,9.3885,7.4585
2014-10-30,860.29,5058.85,441.6,27.45,199.38,2.5626,2.8176,5.3117,5.0567
2014-10-31,868.05,5089.55,445.18,27.57,201.66,3.118,3.4438,2.6077,2.282
2014-11-03,868.31,5085.51,445.62,27.34,201.77,2.8645,3.0893,2.1288,1.904
2014-11-04,864.29,5070.94,443.57,27.32,201.07,2.7392,2.542,2.2162,2.4134
2014-11-05,864.06,5066.83,444.38,27.11,202.34,2.9053,2.5282,1.6128,1.9899
2014-11-06,857.62,5034.23,440.63,26.83,203.15,2.617,2.9683,2.1101,1.7589
2014-11-07,847.29,4987.42,435.12,26.89,203.34,2.9496,2.7658,1.6572,1.841
2014-11-10,843.54,4965.39,433.11,26.6,203.98,2.4656,2.6426,1.5521,1.3752
2014-11-11,859.04,5032.28,441.32,26.99,204.18,2.9671,3.9019,2.388,1.4532
2014-11-12,863.2,5048.84,443.39,26.94,203.96,2.5359,4.669,3.5011,1.3681
2014-11-13,864.55,5048.67,444.3,26.98,204.19,2.1983,2.348,1.373,1.2233
2014-11-14,865.52,5049.49,445.37,27.21,204.24,2.8924,2.6649,1.8721,2.0995
2014-11-17,867.22,5053.94,446.11,27.38,204.37,2.7414,3.1828,1.8439,1.4026
2014-11-18,876.59,5102.47,451.17,27.94,205.55,3.3845,3.6281,1.9404,1.6967
2014-11-19,881.24,5127.93,453.13,27.85,205.22,3.1243,3.5556,2.7814,2.3501
2014-11-20,875.16,5093.57,449.71,27.48,205.58,3.5107,3.0783,1.7058,2.1381
2014-11-21,878.56,5112.05,451.31,28.17,206.68,3.1848,3.4219,1.736,1.4989
2014-11-24,886.93,5141.76,455.1,27.89,207.26,3.1886,3.3315,1.8562,1.7133
2014-11-25,881.28,5118.94,452.36,27.59,207.11,3.3118,3.7016,3.0491,2.6593
2014-11-26,884.59,5133.04,454.43,27.9,207.64,2.8773,3.1382,1.8423,1.5814
2014-11-27,886.84,5145.31,455.37,27.9,207.64,2.9414,3.4941,1.7763,1.2235
2014-11-28,886.33,5149.89,455.03,27.51,207.2,3.7568,3.7855,1.787,1.7582
2014-12-01,890.7,5164.29,457.23,27.63,205.76,3.592,3.66,2.1854,2.1174
2014-12-02,893.58,5175.79,458.67,27.7,207.09,3.779,3.9408,2.5581,2.3963
2014-12-03,890.43,5166.04,456.64,27.64,207.89,3.8923,3.5935,1.8307,2.1295
2014-12-04,892.18,5177.16,457.64,27.76,207.66,3.8075,3.8028,2.3053,2.31
2014-12-05,893.78,5187.99,458.77,27.56,208,3.495,2.758,1.3394,2.0764
2014-12-08,884.28,5144.01,453.95,27.08,206.61,3.7937,3.402,1.5881,1.9799
2014-12-09,880.91,5122.31,451.73,27.09,206.47,3.449,2.9879,1.6059,2.067
2014-12-10,890.07,5165.41,456.6,27.08,203.16,3.5897,3.5411,1.8583,1.9069
2014-12-11,886.49,5152.69,454.57,26.95,204.19,3.507,2.9952,1.9537,2.4655
2014-12-12,888.02,5160.43,455.3,26.49,200.89,2.9642,3.0066,1.8753,1.8329
2014-12-15,879.13,5108.43,450.3,25.19,199.51,3.7399,2.9119,1.4738,2.3019
2014-12-16,862.08,5026.03,442.13,25.07,197.91,5.1042,3.8596,2.4069,3.6514
2014-12-17,864.79,5035.65,443.81,25.96,201.79,4.4111,4.3566,2.9991,3.0536
2014-12-18,881.38,5113.35,452.32,26.74,206.78,5.1075,4.2988,1.7885,2.5972
2014-12-19,886.07,5144.62,454.27,26.89,206.52,6.5239,4.6274,2.7497,4.6463
2014-12-22,883.13,5125.77,453.29,26.87,207.47,4.1405,3.7827,1.5549,1.9127
2014-12-23,886.4,5139.07,455.22,26.8,207.75,4.097,3.8977,2.7127,2.912
2014-12-24,890.86,5166.98,457.37,27.2,207.77,6.1412,3.3474,3.1587,5.9524
2014-12-29,892.81,5178.37,458.61,27.2,208.72,3.3804,3.2965,1.6208,1.7046
2014-12-30,898.58,5226.95,461.62,27.32,207.6,4.5068,7.002,4.6026,2.1074
2015-01-02,903.13,5242.77,463.55,26.78,205.43,2.9322,2.928,1.6712,1.6754
2015-01-05,898.27,5219.99,461.01,26.27,201.72,3.6675,3.5233,1.8401,1.9843
2015-01-06,888.2,5169.06,456.35,26.25,199.82,3.3814,2.941,1.3866,1.827
2015-01-07,897.51,5207.12,461.17,26.65,202.31,3.9778,3.9748,1.7504,1.7534
2015-01-08,898,5211.83,461.26,26.71,205.9,4.7127,4.5771,2.024,2.1595
2015-01-09,898.83,5216.66,461.87,26.63,204.25,4.2505,5.1456,3.1528,2.2577
2015-01-12,890.83,5187.93,457.93,26.49,202.65,3.2216,3.1537,1.6659,1.7338
2015-01-13,897.55,5214.36,462.01,26.7,202.08,4.2922,3.9237,3.5262,3.8948
2015-01-14,886.94,5159.67,456.53,26.4,200.86,3.5111,2.8879,2.0545,2.6777
2015-01-15,893.68,5188.71,459.99,26.55,199.02,3.9554,3.3353,2.1501,2.7701
2015-01-16,886.34,5148.38,455.77,26.74,201.63,3.8204,3.487,1.8474,2.1808
2015-01-19,887.26,5152.09,456.34,26.74,201.63,4.1158,3.4107,1.6835,2.3886
2015-01-20,890.9,5166.09,457.86,26.67,202.06,4.0788,3.7411,2.1869,2.5246
2015-01-21,902.83,5215.27,463.9,27.43,203.08,3.9424,4.1605,2.3596,2.1415
2015-01-22,910.78,5253.18,467.84,28.27,206.1,5.4798,5.23,2.7799,3.0297
2015-01-23,926.52,5323.89,476.29,28.05,204.97,4.5687,6.1802,4.1647,2.5531
2015-01-26,913.03,5260.02,469.12,27.71,205.45,4.6058,5.3825,7.1087,6.332
2015-01-27,916.1,5277.15,470.85,27.4,202.74,3.5842,4.2317,2.8311,2.1835
2015-01-28,911.69,5268.85,468.79,27.27,200.14,3.2514,2.8274,2.3265,2.7505
2015-01-29,909.06,5262.72,467.4,27.4,201.99,3.4308,3.4002,2.0528,2.0834
2015-01-30,912.05,5289.4,469.39,26.61,199.45,4.017,4.568,3.2435,2.6925
2015-02-02,908.39,5276.24,467.78,26.94,201.92,2.9169,2.9236,2.4559,2.4492
2015-02-03,913.59,5291.72,469.99,27.5,204.84,3.7035,4.0388,2.0491,1.7138
2015-02-04,920.35,5315.28,473.75,27.53,204.06,4.7189,5.5924,3.6546,2.7811
2015-02-05,910.94,5279.9,469.02,27.37,206.12,4.1901,4.2791,2.6882,2.5992
2015-02-06,923.89,5342.52,475.42,27.23,205.55,4.0704,5.2588,3.5039,2.3155
2015-02-09,926.29,5348.47,476.96,27.41,204.63,3.1947,3.5601,2.6235,2.2581
2015-02-10,920.9,5321.47,474.01,27.11,206.81,2.814,3.0715,2.2749,2.0174
2015-02-11,926.17,5336.52,477.02,26.9,206.93,2.9499,3.5554,2.3675,1.7619
2015-02-12,928.93,5343.41,478.36,27.56,208.92,2.9223,3.8647,3.1148,2.1725
2015-02-13,937.82,5374.16,483.1,27.72,209.78,2.9321,4.2167,3.3464,2.0618
2015-02-16,926.8,5325.49,477.76,27.72,209.78,3.146,3.764,2.579,1.961
2015-02-17,929.68,5337.5,479.86,27.52,210.11,3.3251,3.4887,1.3908,1.2272
2015-02-18,940.41,5390.45,485.18,27.58,210.13,7.0813,6.6949,11.0002,11.3865
2015-02-20,941.11,5400.1,485.47,27.81,211.24,3.082,3.9681,2.1155,1.2294
2015-02-23,942.13,5403.28,486.17,27.55,211.21,3.578,4.2862,2.6298,1.9216
2015-02-24,944.46,5417.31,487.89,27.75,211.81,3.2592,3.6804,3.0176,2.5964
2015-02-25,950.83,5445.11,491.16,27.82,211.63,2.8508,3.6441,4.3249,3.5315
2015-02-26,950.21,5451.42,490.23,27.9,211.38,3.8331,5.0773,3.9337,2.6895
2015-02-27,946.88,5450.29,487.84,27.58,210.66,3.5855,3.7967,3.3764,3.1652
2015-03-02,953.68,5477.83,491.77,27.89,211.99,3.8722,4.5011,3.3852,2.7563
2015-03-03,953.11,5474.62,491.78,27.72,211.12,4.1461,4.4354,3.1649,2.8756
2015-03-04,946.51,5448.06,488.39,27.3,210.23,3.509,3.5267,2.415,2.3973
2015-03-05,946.57,5450.95,488.82,27.26,210.46,3.2773,3.0691,2.472,2.6802
2015-03-06,960.78,5514.79,497.05,27.14,207.5,4.0921,4.2578,2.6733,2.5076
2015-03-09,946.54,5444.63,489.83,27,208.36,3.9589,3.6841,2.3688,2.6437
2015-03-10,949.4,5462.93,491.2,26.5,204.98,4.4163,3.9314,1.7907,2.2756
2015-03-11,941.51,5419.57,487.86,26.55,204.5,5.1643,4.1569,2.2262,3.2336
2015-03-12,945.05,5439.83,489.36,26.58,207.1,3.5208,3.3825,1.8682,2.0065
2015-03-13,942.35,5426.47,487.8,26.37,205.83,3.5055,3.041,1.9188,2.3834
2015-03-16,945.52,5435.27,490.2,26.84,208.58,3.8288,3.0637,1.8655,2.6306
2015-03-17,944.99,5439.15,489.4,26.78,207.96,4.3893,3.7063,1.7612,2.4442
2015-03-18,940.66,5413.15,487.31,27.37,210.46,3.1606,2.7551,1.8687,2.2742
2015-03-19,949.74,5453.85,491.88,27.07,209.5,3.666,4.1561,3.181,2.6909
2015-03-20,946.86,5443.06,490.29,27.33,210.41,3.8801,3.245,3.2461,3.8812
2015-03-23,947,5437.1,490.22,27.28,210,3.6421,3.248,2.0606,2.4546
2015-03-24,947.82,5447.65,490.3,27.51,208.82,4.2975,3.3441,3.8243,4.7776
2015-03-25,939.37,5405.49,486.16,26.83,205.76,4.5545,4.1571,2.3897,2.7871
2015-03-26,932.01,5368.8,482.74,26.62,205.27,3.79,3.4622,2.7708,3.0986
2015-03-27,937.51,5396.85,485.6,26.98,205.74,3.3503,2.7674,2.0378,2.6207
2015-03-30,946.46,5438.66,489.86,27.62,208.25,3.8312,3.6533,2.323,2.5009
2015-03-31,961.93,5518.68,498.02,27.75,206.43,3.9385,4.8206,3.9482,3.0661
2015-04-01,951.8,5466.87,491.85,27.75,205.7,3.5098,4.0001,2.9597,2.4695
2015-04-02,949.22,5456.4,490.36,27.64,206.44,3.2111,3.4805,2.2969,2.0276
2015-04-06,953.82,5480.03,493.02,27.97,207.83,2.6559,3.1215,2.2,1.7344
2015-04-07,962.03,5523.29,497.06,27.88,207.28,4.2453,4.724,2.5511,2.0724
2015-04-08,953.49,5486.58,492.76,27.81,207.97,3.8976,4.1557,2.7674,2.5092
2015-04-09,955.88,5500.9,494.4,27.99,208.9,3.0978,2.7355,1.7254,2.0878
2015-04-10,953.21,5491.34,493.29,27.86,210.04,3.2838,3.2089,2.0298,2.1047
2015-04-13,948.53,5447.41,491.41,27.21,209.09,3.7525,3.0702,2.0349,2.7172
2015-04-14,940.24,5419.11,487.2,27.35,209.49,3.3691,2.8525,2.1352,2.6518
2015-04-15,940.62,5414.55,486.85,27.6,210.43,3.8588,3.204,1.9869,2.6417
2015-04-16,942.23,5420.73,487.43,27.67,210.37,3.7343,3.5738,2.5691,2.7295
2015-04-17,938.76,5410.64,485.42,27.58,207.95,3.7814,3.2045,1.9911,2.568
2015-04-20,937.15,5400.8,484.56,27.26,209.85,4.042,19.117,17.9684,2.8935
2015-04-21,952,5460.57,492.56,27.53,209.6,3.5817,3.7351,2.2058,2.0524
2015-04-22,948.06,5437.12,490.23,27.75,210.63,2.9476,2.788,2.0895,2.2491
2015-04-23,948.84,5436.21,490.96,27.64,211.16,4.0222,3.2663,2.0613,2.8171
2015-04-24,950.48,5435.35,492,27.43,211.65,3.0681,2.807,2.0599,2.321
2015-04-27,910.65,5245.45,470.81,26.39,210.77,6.3177,4.0755,3.5655,5.8077
2015-04-28,908.65,5242.16,469.84,26.06,211.44,4.7063,2.8882,2.4859,4.304
2015-04-29,877.29,5105.56,453.52,25.46,210.57,5.7694,4.064,3.94,5.6454
2015-04-30,869.44,5086.43,449.28,24.76,208.46,5.3605,4.0368,4.5484,5.872
2015-05-04,885.02,5141.14,458.39,25.52,211.32,3.4613,3.4424,3.3748,3.3937
2015-05-05,892.72,5160.31,461.96,25.35,208.9,3.1109,3.5658,3.1062,2.6513
2015-05-06,897.7,5184.95,464.76,25.43,208.04,3.3749,2.5478,3.3061,4.1331
2015-05-07,890.04,5150.49,460.78,25.49,208.87,3.5418,3.1913,2.6641,3.0146
2015-05-08,898.32,5182.21,465.75,25.7,211.62,2.9196,2.8211,2.2311,2.3296
2015-05-11,897.4,5172.48,464.98,25.38,210.6,2.4888,2.4221,2.3804,2.4471
2015-05-12,902.24,5205.61,467.62,25.4,209.98,3.4664,3.0689,2.0128,2.4103
2015-05-13,910.98,5246.13,471.51,25.91,210.02,4.1956,3.8156,2.4291,2.8092
2015-05-15,906.73,5227.1,468.57,26.08,212.44,2.8653,2.7051,3.071,3.2312
2015-05-18,909.12,5237.81,469.54,25.84,213.1,3.0133,2.5631,2.2792,2.7295
2015-05-19,915.7,5269.37,473.14,26.11,213.03,3.2522,2.8229,3.187,3.6162
2015-05-20,922.33,5292.75,476.76,26.28,212.88,3.3109,3.2108,2.902,3.0021
2015-05-21,927.39,5313.21,479.6,26.58,213.5,4.1004,4.4234,3.6082,3.2851
2015-05-22,926.6,5315.15,479.39,26.32,212.99,3.1619,2.6454,1.6573,2.1738
2015-05-25,920.92,5288.36,476.65,26.32,212.99,2.5909,2.4507,1.5104,1.6506
2015-05-26,927.75,5320.9,480.18,26.06,210.7,2.8788,3.0114,3.0327,2.9001
2015-05-27,912.93,5253.39,472.18,25.97,212.7,2.7893,3.0095,2.784,2.5639
2015-05-28,910.22,5237.4,471.1,25.8,212.46,2.8997,2.4169,1.8886,2.3715
2015-05-29,904.13,5216.38,467.44,25.71,211.14,3.5594,3.3871,6.8938,7.0662
2015-06-01,904.77,5213.82,467.88,25.34,211.57,2.7262,2.7016,1.827,1.8517
2015-06-03,887.2,5130.5,458.89,24.97,211.92,3.3934,2.8718,4.857,5.3786
2015-06-04,879.33,5095.82,454.3,24.51,210.13,2.7367,2.3515,1.9199,2.305
2015-06-05,881.23,5100.57,455.18,24.38,209.77,2.5498,2.1555,1.6672,2.0615
2015-06-08,863.43,5014.99,446.87,24,208.48,2.6377,2.3512,1.8304,2.1169
2015-06-09,838.75,4899.88,434.13,23.57,208.45,4.07,3.047,3.6796,4.7026
2015-06-10,846.68,4933.56,437.81,23.93,210.95,3.2886,2.7879,1.8011,2.3017
2015-06-11,844.73,4928.81,436.31,23.78,211.63,3.0508,2.377,1.7795,2.4533
2015-06-12,846.06,4935.82,437.89,23.6,210.01,2.6872,2.2606,1.7266,2.1532
2015-06-15,825.12,4837.79,427.12,23.18,209.11,2.2933,2.3073,1.6805,1.6666
2015-06-16,834.32,4872.6,431.96,23.58,210.25,2.5376,2.7375,2.3573,2.1575
2015-06-17,850.18,4945.75,440.21,24.02,210.59,2.9,2.4967,2.1096,2.5128
2015-06-18,850.58,4945.5,439.92,24.19,212.78,2.2242,2.3957,1.7028,1.5313
2015-06-19,857.65,4985.01,443.56,24.08,210.81,1.9353,2.5316,3.4288,2.8324
2015-06-22,851.84,4959.25,440.68,24.07,211.89,2.2367,2.1734,1.6726,1.7359
2015-06-23,846.54,4937.65,437.58,24.24,212.04,2.3574,2.2435,1.5327,1.6466
2015-06-24,849.48,4953.52,438.67,23.97,210.5,3.1704,3.0883,2.0048,2.0869
2015-06-25,840.9,4920.04,433.87,23.41,209.86,2.8202,2.6699,2.5449,2.6952
2015-06-26,842.37,4923.01,435.06,23.4,209.82,2.4941,2.6278,1.8877,1.754
2015-06-29,834.85,4882.58,431.83,22.94,205.42,2.3717,1.9774,1.5825,1.9768
2015-06-30,839.14,4910.66,434.28,23.17,205.85,3.2756,3.5148,2.651,2.4118
2015-07-01,837.42,4904.06,434,23.26,207.5,2.3529,2.1415,1.6385,1.85
2015-07-02,848.91,4944.78,440.13,23.73,207.31,2.8115,3.0089,2.2072,2.0098
2015-07-03,857.04,4982.91,444.33,23.73,207.31,2.7957,2.9595,1.3635,1.1998
2015-07-06,843.01,4916.74,437.28,23.43,206.72,3.0695,2.8949,1.3438,1.5183
2015-07-07,839.87,4906.05,434.95,23.44,208.02,2.5435,2.4017,1.6152,1.757
2015-07-08,831.64,4871.57,430.79,23.07,204.53,3.0891,3.1491,2.0193,1.9593
2015-07-09,824.73,4838.28,427.12,22.8,204.9,2.8002,2.3172,1.208,1.691
2015-07-10,829.82,4859.03,429.58,23.44,207.48,2.5697,3.9513,3.1726,1.791
2015-07-13,837.54,4893.92,433.51,23.5,209.77,2.0411,1.931,1.5207,1.6308
2015-07-14,839.41,4901.81,435.07,23.63,210.68,2.3331,2.3507,1.7023,1.6847
2015-07-15,832.88,4869.85,431.28,23.1,210.61,2.2252,1.9339,1.6402,1.9315
2015-07-22,842.59,4906.69,436.42,23.07,211.37,1.9535,2.0493,3.0968,3.001
2015-07-23,839.79,4902.85,434.67,22.97,210.18,2.3795,2.2415,1.6331,1.771
2015-07-24,828.39,4856.6,428.9,22.56,208,2.134,2.0102,1.8342,1.958
2015-07-27,808.52,4771.28,418.11,22.02,206.79,2.8656,2.2891,1.9238,2.5003
2015-07-28,796.44,4714.76,412.09,22,209.33,2.5755,2.0482,2.0419,2.5692
2015-07-29,796.06,4721.12,412.05,22.13,210.77,2.5557,2.9224,2.2488,1.8822
2015-07-30,793.25,4712.49,410.51,22.01,210.82,2.5653,2.8515,2.2479,1.9617
2015-07-31,813.1,4802.53,421.32,22.54,210.5,3.0124,3.3534,3.1755,2.8345
2015-08-03,815.05,4800.18,422.47,22.32,209.79,2.5876,2.9156,1.9497,1.6217
2015-08-04,810.98,4781.09,420.35,22.38,209.38,3.1218,2.59,1.5537,2.0855
2015-08-05,827.55,4850.53,429.14,22.73,210.07,3.3356,3.1468,2.0878,2.2767
2015-08-06,818.89,4806.56,424.83,22.52,208.35,2.8741,2.6219,2.1633,2.4155
2015-08-07,811.46,4770.3,421.33,22.2,207.95,2.3339,2.0742,1.0936,1.3533
2015-08-10,807.91,4748.95,419.8,22.47,210.57,2.2177,2.1033,1.2134,1.3278
2015-08-11,781.11,4622.59,405.57,21.31,208.67,3.2154,2.6308,1.2765,1.8611
2015-08-12,752.32,4479.49,390.78,20.29,208.92,3.8102,3.0464,2.15,2.9137
2015-08-13,775.12,4584.25,402.16,20.7,208.66,3.918,2.7502,1.6188,2.7867
2015-08-14,776.46,4585.39,403.19,20.87,209.42,2.5838,2.163,1.2926,1.7134
2015-08-18,761.59,4510.48,395.02,20.36,209.98,2.5599,2.0461,1.5837,2.0974
2015-08-19,756.4,4484.24,392.22,20.11,208.32,2.4321,1.9936,1.1406,1.5791
2015-08-20,747.93,4441.91,388.07,19.8,203.97,5.0051,2.432,1.3094,3.8825
2015-08-21,727.23,4335.95,377.22,18.59,197.83,3.1448,2.3747,1.7247,2.4948
2015-08-24,692.21,4163.73,358.88,17.67,189.5,3.5288,2.7946,2.2002,2.9344
2015-08-25,708.26,4228.5,368.06,17.72,187.27,4.121,3.4237,2.752,3.4493
2015-08-26,710.8,4237.73,369.44,18.75,194.46,3.3085,2.7809,2.6175,3.1451
2015-08-27,754.83,4430.63,392.97,20.36,199.27,3.8953,4.1139,3.6193,3.4007
2015-08-28,757.07,4446.2,393.81,20.2,199.28,3.9716,3.8311,2.5664,2.7069
2015-08-31,770.81,4509.61,401.5,19.93,197.67,2.8959,3.2089,3.4554,3.1424
2015-09-01,748.98,4412.46,389.83,19.31,191.77,2.5194,2.2867,1.3609,1.5936
2015-09-02,746.11,4401.29,388.51,19.6,195.41,3.17,2.6169,1.5059,2.0589
2015-09-03,753.17,4433.11,392.23,19.53,195.55,2.6265,2.327,0.9771,1.2767
2015-09-04,749.85,4415.34,391.05,18.99,192.59,2.5111,2.4524,1.6091,1.6677
2015-09-07,723.93,4301.36,377.07,18.99,192.59,2.4491,1.9602,0.7912,1.2801
2015-09-08,726.63,4318.59,378.69,18.93,197.43,3.3236,2.61,1.1971,1.9108
2015-09-09,732.23,4347.28,380.94,18.61,194.79,3.5046,3.0762,1.489,1.9174
2015-09-10,731.49,4343.26,380.77,18.77,195.85,2.7258,2.5916,1.4588,1.5931
2015-09-11,736.36,4360.47,383.7,19.08,196.74,2.736,2.6784,1.2391,1.2966
2015-09-14,743.37,4390.37,387.68,18.8,196.01,1.7665,1.8677,0.9623,0.8611
2015-09-15,732.62,4347.16,381.94,18.92,198.46,2.2045,1.9515,1.1637,1.4167
2015-09-16,728.94,4332.51,379.92,18.91,200.18,2.4957,2.1171,1.132,1.5107
2015-09-17,740.97,4378.39,386.51,19.12,199.73,3.7232,3.0445,1.6593,2.338
2015-09-18,740.38,4380.32,386.04,18.51,195.45,3.366,2.902,2.7476,3.2116
2015-09-21,737.18,4376.08,383.99,18.6,196.46,2.9343,2.4847,0.9666,1.4163
2015-09-22,729.92,4344.04,379.7,18.25,193.91,3.3717,2.9908,1.0278,1.4086
2015-09-23,707.86,4244.43,367.66,17.55,193.6,3.8601,3.1697,1.0491,1.7395
2015-09-25,699.37,4209.44,362.79,17.32,192.85,3.158,2.6372,1.945,2.4657
2015-09-28,680.3,4120.5,352.52,16.59,188.01,2.5954,2.3286,1.5023,1.7692
2015-09-29,696.71,4178.41,361.67,17.23,188.12,3.7524,3.2295,1.6983,2.2211
2015-09-30,704.98,4223.91,366.11,17.69,191.63,3.4599,3.748,2.4461,2.1581
2015-10-01,711.77,4254.88,369.51,17.55,192.13,3.0259,2.8446,1.621,1.8023
2015-10-02,701.32,4207.8,364.04,17.91,195,2.763,2.824,1.6102,1.5492
2015-10-05,733.7,4343.7,381.42,18.9,198.47,3.2999,3.6353,2.2916,1.9562
2015-10-06,759.31,4445.78,395.35,19.68,197.79,4.099,4.9438,3.2608,2.416
2015-10-07,767.08,4487.13,399.06,20.5,199.41,3.7378,3.9598,2.7278,2.5058
2015-10-08,768.55,4491.43,400.11,21.18,201.21,2.9873,3.6707,2.7712,2.0879
2015-10-09,788.95,4589.34,410.63,22.02,201.33,4.6255,4.8031,3.4363,3.2587
2015-10-12,796.87,4630.71,414.74,21.88,201.52,3.5412,3.8488,3.2612,2.9536
2015-10-13,763.12,4483.08,396.71,20.6,200.25,3.8185,3.4729,2.4393,2.7849
2015-10-15,770.07,4507.19,400.31,21.19,202.35,3.2767,3.2582,2.1332,2.1516
2015-10-16,772.27,4521.88,401.46,21.23,203.27,3.1622,3.0755,2.2868,2.3735
2015-10-19,785.39,4569.84,408.74,20.94,203.37,2.8975,3.1586,2.3611,2.1
2015-10-20,788.9,4585.82,410.46,21.24,203.11,3.6427,3.6976,1.7762,1.7213
2015-10-21,793.78,4605.23,412.89,21,201.85,3.3902,3.7637,1.6026,1.2291
2015-10-22,789.5,4584.56,410.31,21.77,205.26,3.0507,3.0797,1.7062,1.6772
2015-10-23,804.74,4653.15,418.5,21.96,207.51,3.5442,3.9508,3.0002,2.5935
2015-10-26,812.9,4691.71,423.28,21.99,207,11.2578,5.4447,14.4549,20.2681
2015-10-27,810.73,4674.06,422.17,21.61,206.6,2.8499,3.008,2.4506,2.2925
2015-10-28,795.98,4608.74,414.45,21.02,208.95,3.7316,3.3586,1.9642,2.3372
2015-10-29,765.53,4472.02,398.41,20.28,208.83,4.0437,3.0449,1.8744,2.8733
2015-10-30,759.73,4455.18,394.92,20.15,207.93,3.5207,2.7131,2.0982,2.9059
2015-11-02,762.41,4464.96,396.46,20.97,210.39,3.0627,2.7854,1.4545,1.7318
2015-11-03,777.53,4533.09,404.43,21.52,211,3.3657,3.1955,2.1362,2.3065
2015-11-04,794.64,4612.56,413.39,21.28,210.36,3.0433,3.3104,2.683,2.416
2015-11-05,787.01,4577.23,409.92,21.51,210.15,2.6635,2.7297,1.6569,1.5907
2015-11-06,783.83,4566.55,408.68,21.13,210.04,2.2464,2.1926,1.462,1.5159
2015-11-09,767.99,4499.51,400.44,20.21,208.08,2.2966,2.3844,1.8921,1.8043
2015-11-10,754.7,4451.05,393.24,20.22,208.56,3.2579,2.7536,3.5028,4.0071
2015-11-11,756.71,4451.59,394.94,20.39,207.74,2.6572,2.0428,1.9257,2.5401
2015-11-12,759.33,4462.23,395.77,20.17,204.84,2.6053,2.2082,1.7662,2.1633
2015-11-13,762.89,4472.84,398.28,20.04,202.54,2.3959,2.3191,1.7353,1.8121
2015-11-16,756.48,4442.18,395.14,20.54,205.62,2.3806,1.9548,1.1763,1.6021
2015-11-17,770.95,4500.95,402.69,20.67,205.47,2.6027,2.4341,1.5839,1.7524
2015-11-18,773.37,4497.91,404.43,20.88,208.73,2.4037,2.4003,2.0394,2.0428
2015-11-19,778.06,4518.94,406.34,20.96,208.55,2.7626,2.6965,2.0921,2.1582
2015-11-20,787.45,4561.33,411.28,21.32,209.31,2.5139,2.6596,1.7995,1.6538
2015-11-23,780.55,4541.07,407.58,20.95,209.07,2.1536,2.1269,1.5589,1.5855
2015-11-24,781.33,4545.38,408.24,21.13,209.35,2.6317,2.3055,1.4022,1.7284
2015-11-25,790.3,4585.55,413.14,21.1,209.32,2.5795,2.6685,2.7523,2.6634
2015-11-26,795.17,4597.06,416.07,21.1,209.32,2.5242,2.8736,2.2701,1.9206
2015-11-27,787.04,4560.56,411.74,20.74,209.56,2.7062,2.9361,1.9745,1.7446
2015-11-30,755.46,4446.46,395.35,20.42,208.69,4.2565,2.7972,6.1967,7.6559
2015-12-01,785.64,4557.67,411.39,20.98,210.68,3.0459,2.7903,2.7481,3.0037
2015-12-02,784.99,4545.86,410.78,20.71,208.53,2.7264,2.3642,1.8848,2.247
2015-12-03,783.84,4537.38,410.58,20.55,205.61,2.3526,1.9573,1.5858,1.9811
2015-12-04,777.48,4508.45,407.24,21.08,209.62,2.7967,2.9792,2.3506,2.1681
2015-12-07,781.23,4521.39,408.95,20.73,208.35,2.2347,2.84,2.2341,1.6288
2015-12-08,767.74,4464.18,401.05,20.27,206.95,3.195,2.7071,2.0521,2.54
2015-12-10,767.42,4466.21,401.82,20.09,205.87,2.8077,2.3185,2.5134,3.0027
2015-12-11,751.64,4393.52,393.28,19.31,201.88,2.5433,2.2106,3.3115,3.6441
2015-12-14,748.12,4374.19,391.31,19.54,202.9,2.5567,2.0896,1.4103,1.8775
2015-12-15,756.37,4409.17,395.42,19.87,205.03,2.5962,2.5657,1.7579,1.7884
2015-12-16,773.05,4483.45,404.74,20.76,208.03,2.9298,3.2319,2.5093,2.2071
2015-12-17,790.96,4555.96,414.46,20.51,204.86,2.532,3.6683,3.7337,2.5974
2015-12-18,770.86,4468.65,403.16,20.23,200.02,3.7474,3.4374,3.7527,4.0626
2015-12-21,775.45,4490.68,405.63,20.71,201.67,3.0098,2.5078,1.8278,2.3298
2015-12-22,779.15,4517.57,408.02,21.07,203.5,4.1244,3.728,2.0003,2.3967
2015-12-23,778.11,4522.65,407.41,21.15,206.02,3.863,3.8577,2.3139,2.3192
2015-12-28,785.47,4557.35,411.33,21.2,205.21,3.913,4.3422,2.0086,1.5795
2015-12-29,787.9,4569.36,412.7,21.17,207.4,4.3917,4.4709,1.3603,1.2811
2015-12-30,792.03,4593.01,414.73,21,205.93,3.8088,3.6941,1.3082,1.4229
2016-01-04,782.2,4525.92,409.64,20.55,201.02,2.6258,2.71,1.1638,1.0796
2016-01-05,789.62,4557.82,413.43,21.04,201.36,2.5126,2.5855,2.2333,2.1604
2016-01-06,802.13,4608.98,419.81,20.96,198.82,2.8821,3.2672,3.0079,2.6229
2016-01-07,785.79,4530.45,410.56,20.3,194.05,2.6863,2.2245,2.4792,2.941
2016-01-08,790.06,4546.29,413.14,20.14,191.92,2.9589,2.2627,2.2186,2.9148
2016-01-11,773.44,4465.48,404.34,20.19,192.11,2.5287,1.8407,1.6534,2.3414
